Attributes,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Symbols,AAPL,GOOGL,MSFT,AMZN,AAPL,GOOGL,MSFT,AMZN,AAPL,GOOGL,MSFT,AMZN,AAPL,GOOGL,MSFT,AMZN,AAPL,GOOGL,MSFT,AMZN,AAPL,GOOGL,MSFT,AMZN
Date,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-16,77.2083740234375,72.50800323486328,161.54757690429688,93.89700317382812,78.80999755859375,72.50800323486328,166.1699981689453,93.89700317382812,78.92500305175781,72.53500366210938,166.24000549316406,94.27950286865234,78.02249908447266,72.0,164.02999877929688,93.3010025024414,78.39749908447266,72.27249908447266,164.35000610351562,94.14949798583984,108829200.0,26080000.0,23865400.0,53190000.0
2020-01-17,78.0631332397461,73.97599792480469,162.45169067382812,93.23600006103516,79.68250274658203,73.97599792480469,167.10000610351562,93.23600006103516,79.68499755859375,74.02749633789062,167.47000122070312,94.33200073242188,78.75,72.82749938964844,165.42999267578125,92.86250305175781,79.06749725341797,73.12699890136719,167.4199981689453,94.29450225830078,137816400.0,52424000.0,34371700.0,79946000.0
2020-01-21,77.53413391113281,74.11250305175781,161.86837768554688,94.5999984741211,79.14250183105469,74.11250305175781,166.5,94.5999984741211,79.75499725341797,74.49400329589844,168.19000244140625,94.7135009765625,79.0,73.510498046875,166.42999267578125,93.0,79.29750061035156,73.94999694824219,166.67999267578125,93.25,110843200.0,48930000.0,29517200.0,74156000.0
2020-01-22,77.8108901977539,74.19349670410156,161.0906219482422,94.37300109863281,79.42500305175781,74.19349670410156,165.6999969482422,94.37300109863281,79.99749755859375,75.02899932861328,167.49000549316406,95.125,79.32749938964844,74.13300323486328,165.67999267578125,94.16699981689453,79.6449966430664,74.48650360107422,167.39999389648438,94.80449676513672,101832400.0,28458000.0,24138800.0,64326000.0
2020-01-23,78.18560791015625,74.2344970703125,162.08226013183594,94.22899627685547,79.80750274658203,74.2344970703125,166.72000122070312,94.22899627685547,79.88999938964844,74.67500305175781,166.8000030517578,94.4990005493164,78.9124984741211,74.01599884033203,165.27000427246094,93.63800048828125,79.4800033569336,74.37750244140625,166.19000244140625,94.25550079345703,104472000.0,26650000.0,19680800.0,49692000.0
2020-01-24,77.96028137207031,73.30850219726562,160.448974609375,93.08200073242188,79.57749938964844,73.30850219726562,165.0399932861328,93.08200073242188,80.8324966430664,74.70999908447266,167.52999877929688,94.74949645996094,79.37999725341797,73.15899658203125,164.4499969482422,92.37200164794922,80.0625,74.64099884033203,167.50999450683594,94.56849670410156,146537600.0,29786000.0,24918100.0,75324000.0
2020-01-27,75.66785430908203,71.58650207519531,157.76576232910156,91.41699981689453,77.23750305175781,71.58650207519531,162.27999877929688,91.41699981689453,77.94249725341797,71.8290023803711,163.3800048828125,92.05000305175781,76.22000122070312,70.9749984741211,160.1999969482422,90.76699829101562,77.51499938964844,71.5770034790039,161.14999389648438,91.0,161940000.0,34132000.0,32078100.0,70570000.0
2020-01-28,77.80843353271484,72.5250015258789,160.85733032226562,92.6624984741211,79.42250061035156,72.5250015258789,165.4600067138672,92.6624984741211,79.5999984741211,72.73999786376953,165.75999450683594,92.90550231933594,78.04750061035156,71.51799774169922,163.07000732421875,91.5009994506836,78.1500015258789,72.08699798583984,163.77999877929688,92.0250015258789,162234000.0,29724000.0,24899900.0,56160000.0
2020-01-29,79.43714141845703,72.83499908447266,163.3655242919922,92.9000015258789,81.08499908447266,72.83499908447266,168.0399932861328,92.9000015258789,81.9625015258789,73.20700073242188,168.75,93.73750305175781,80.34500122070312,72.26950073242188,165.69000244140625,92.7509994506836,81.11250305175781,72.9229965209961,167.83999633789062,93.19999694824219,216229200.0,21566000.0,34754500.0,41760000.0
2020-01-30,79.3220443725586,72.7125015258789,167.97369384765625,93.53399658203125,80.96749877929688,72.7125015258789,172.77999877929688,93.53399658203125,81.02249908447266,72.76249694824219,174.0500030517578,93.64350128173828,79.6875,71.75,170.7899932861328,92.53050231933594,80.13500213623047,71.90499877929688,174.0500030517578,92.9000015258789,126743200.0,27110000.0,51597500.0,126548000.0
2020-01-31,75.80499267578125,71.63899993896484,165.49462890625,100.43599700927734,77.37750244140625,71.63899993896484,170.22999572753906,100.43599700927734,80.66999816894531,73.4834976196289,172.39999389648438,102.78600311279297,77.07250213623047,71.35299682617188,169.5800018310547,100.1135025024414,80.23249816894531,73.39299774169922,172.2100067138672,102.57350158691406,199588400.0,43822000.0,36142700.0,311346000.0
2020-02-03,75.59680938720703,74.12999725341797,169.52915954589844,100.20999908447266,77.16500091552734,74.12999725341797,174.3800048828125,100.20999908447266,78.37249755859375,74.31500244140625,174.5,102.42500305175781,75.55500030517578,72.83049774169922,170.39999389648438,100.01249694824219,76.07499694824219,73.0824966430664,170.42999267578125,100.52999877929688,173788400.0,71636000.0,30107000.0,117834000.0
2020-02-04,78.09254455566406,72.27050018310547,175.1094970703125,102.4834976196289,79.7125015258789,72.27050018310547,180.1199951171875,102.4834976196289,79.91000366210938,73.36699676513672,180.63999938964844,102.98999786376953,78.40750122070312,71.10150146484375,176.30999755859375,100.76850128173828,78.82749938964844,72.72450256347656,177.13999938964844,101.49400329589844,136616400.0,95880000.0,36433300.0,105786000.0
2020-02-05,78.72933197021484,72.30249786376953,174.8956298828125,101.99349975585938,80.36250305175781,72.30249786376953,179.89999389648438,101.99349975585938,81.19000244140625,73.22899627685547,184.1999969482422,103.5510025024414,79.73750305175781,71.48400115966797,178.41000366210938,101.5999984741211,80.87999725341797,73.18049621582031,184.02999877929688,103.5510025024414,118826800.0,36376000.0,39186300.0,87524000.0
2020-02-06,79.65023803710938,73.79850006103516,178.52186584472656,102.5114974975586,81.30249786376953,73.79850006103516,183.6300048828125,102.5114974975586,81.30500030517578,74.0780029296875,183.82000732421875,102.81500244140625,80.06500244140625,72.52400207519531,180.05999755859375,101.23999786376953,80.64250183105469,72.5989990234375,180.97000122070312,102.0510025024414,105425600.0,37822000.0,27751400.0,63660000.0
2020-02-07,78.56757354736328,73.95549774169922,178.77462768554688,103.96399688720703,80.00749969482422,73.95549774169922,183.88999938964844,103.96399688720703,80.8499984741211,74.26249694824219,185.6300048828125,104.92649841308594,79.5,73.27050018310547,182.47999572753906,101.90499877929688,80.59249877929688,73.36949920654297,182.85000610351562,102.09950256347656,117684000.0,28360000.0,33529100.0,101906000.0
2020-02-10,78.94071960449219,75.43299865722656,183.4508514404297,106.69550323486328,80.38749694824219,75.43299865722656,188.6999969482422,106.69550323486328,80.38749694824219,75.44400024414062,188.83999633789062,106.77999877929688,78.4625015258789,73.76000213623047,183.25,104.24800109863281,78.54499816894531,73.86150360107422,183.5800018310547,104.25050354003906,109348800.0,38302000.0,35844300.0,101124000.0
2020-02-11,78.46446228027344,75.50299835205078,179.30935668945312,107.54000091552734,79.90249633789062,75.50299835205078,184.44000244140625,107.54000091552734,80.9749984741211,76.49400329589844,190.6999969482422,109.29750061035156,79.67749786376953,75.27249908447266,183.5,106.80000305175781,80.9000015258789,75.66349792480469,190.64999389648438,107.54499816894531,94323200.0,34852000.0,53159900.0,114920000.0
2020-02-12,80.32780456542969,75.93150329589844,179.5718231201172,108.0,81.80000305175781,75.93150329589844,184.7100067138672,108.0,81.80500030517578,76.01499938964844,185.85000610351562,109.01249694824219,80.36750030517578,75.43350219726562,181.85000610351562,107.7645034790039,80.36750030517578,75.79299926757812,185.5800018310547,108.16000366210938,113730400.0,31042000.0,47062900.0,66686000.0
2020-02-13,79.75579071044922,75.66950225830078,178.59967041015625,107.49349975585938,81.21749877929688,75.66950225830078,183.7100067138672,107.49349975585938,81.55500030517578,76.29750061035156,186.22999572753906,108.51399993896484,80.8375015258789,75.19999694824219,182.8699951171875,107.0999984741211,81.04750061035156,75.5,183.0800018310547,107.24949645996094,94747600.0,22914000.0,35295800.0,60636000.0
2020-02-14,79.77542877197266,75.9365005493164,180.1940155029297,106.74349975585938,81.23750305175781,75.9365005493164,185.35000610351562,106.74349975585938,81.49500274658203,76.00250244140625,185.41000366210938,107.9520034790039,80.7125015258789,75.27749633789062,182.64999389648438,106.29450225830078,81.18499755859375,75.72650146484375,183.25,107.78399658203125,80113600.0,23198000.0,23149500.0,52124000.0
2020-02-18,78.31471252441406,75.97200012207031,182.02171325683594,107.78350067138672,79.75,75.97200012207031,187.22999572753906,107.78350067138672,79.9375,76.52799987792969,187.6999969482422,108.30349731445312,78.65249633789062,75.55049896240234,185.5,106.20549774169922,78.83999633789062,75.71700286865234,185.61000061035156,106.2509994506836,152531200.0,25642000.0,27792200.0,58912000.0
2020-02-19,79.44892120361328,76.24349975585938,182.56764221191406,108.51100158691406,80.90499877929688,76.24349975585938,187.27999877929688,108.51100158691406,81.14250183105469,76.53700256347656,188.17999267578125,109.25499725341797,80.0,76.04900360107422,186.47000122070312,108.05599975585938,80.0,76.36000061035156,188.05999755859375,108.38999938964844,93984000.0,22746000.0,29997500.0,51224000.0
2020-02-20,78.63385009765625,75.84950256347656,179.7795867919922,107.65499877929688,80.07499694824219,75.84950256347656,184.4199981689453,107.65499877929688,81.1624984741211,76.35350036621094,187.25,108.8395004272461,79.55249786376953,75.21299743652344,181.10000610351562,106.37249755859375,80.65750122070312,75.95050048828125,186.9499969482422,108.65350341796875,100566000.0,25962000.0,36862400.0,62626000.0
2020-02-21,76.85397338867188,74.1729965209961,174.09628295898438,104.79850006103516,78.26249694824219,74.1729965209961,178.58999633789062,104.79850006103516,80.11250305175781,75.54750061035156,183.5,107.22750091552734,77.625,73.92449951171875,177.25,104.4000015258789,79.65499877929688,75.22899627685547,183.1699981689453,107.10749816894531,129554000.0,42520000.0,48572600.0,92926000.0
2020-02-24,73.2033920288086,70.99299621582031,166.59002685546875,100.4645004272461,74.54499816894531,70.99299621582031,170.88999938964844,100.4645004272461,76.04499816894531,71.81900024414062,174.5500030517578,101.96499633789062,72.30750274658203,70.3395004272461,163.22999572753906,99.39849853515625,74.31500244140625,71.15249633789062,167.77000427246094,100.15899658203125,222195200.0,49560000.0,68311100.0,130940000.0
2020-02-25,70.72383880615234,69.31600189208984,163.84103393554688,98.63700103759766,72.0199966430664,69.31600189208984,168.07000732421875,98.63700103759766,75.63249969482422,71.84249877929688,174.83999633789062,101.7300033569336,71.53250122070312,69.02100372314453,167.64999389648438,97.9209976196289,75.23750305175781,71.55000305175781,174.1999969482422,101.32099914550781,230673600.0,51580000.0,68073300.0,124382000.0
2020-02-26,71.84575653076172,69.52349853515625,165.88818359375,98.97949981689453,73.1624984741211,69.52349853515625,170.1699981689453,98.97949981689453,74.47000122070312,70.68350219726562,173.25999450683594,100.7334976196289,71.625,68.82749938964844,168.2100067138672,98.02249908447266,71.63249969482422,69.7490005493164,169.7100067138672,98.51399993896484,198054800.0,49776000.0,56206100.0,104492000.0
2020-02-27,67.14933776855469,65.74749755859375,154.19984436035156,94.21499633789062,68.37999725341797,65.74749755859375,158.17999267578125,94.21499633789062,71.5,68.47000122070312,167.02999877929688,98.75,68.23999786376953,65.71199798583984,157.97999572753906,94.13800048828125,70.2750015258789,67.95700073242188,163.32000732421875,96.71900177001953,320605600.0,62290000.0,93174900.0,162880000.0
2020-02-28,67.11004638671875,66.9625015258789,157.93345642089844,94.1875,68.33999633789062,66.9625015258789,162.00999450683594,94.1875,69.60250091552734,67.12249755859375,163.7100067138672,94.48799896240234,64.09249877929688,63.410499572753906,152.0,90.55650329589844,64.31500244140625,63.71549987792969,152.41000366210938,90.73149871826172,426510000.0,80198000.0,97012700.0,189620000.0
2020-03-02,73.3580551147461,69.31600189208984,168.4422149658203,97.69750213623047,74.70249938964844,69.31600189208984,172.7899932861328,97.69750213623047,75.36000061035156,69.37349700927734,172.9199981689453,97.72550201416016,69.43000030517578,66.26000213623047,162.30999755859375,93.5,70.56999969482422,67.56950378417969,165.30999755859375,95.32450103759766,341397200.0,55430000.0,71030800.0,135234000.0
2020-03-03,71.02825164794922,66.88600158691406,160.37057495117188,95.44950103759766,72.33000183105469,66.88600158691406,164.50999450683594,95.44950103759766,76.0,70.40950012207031,175.0,99.81649780273438,71.44999694824219,66.46199798583984,162.25999450683594,94.40450286865234,75.9175033569336,69.88400268554688,173.8000030517578,98.76850128173828,319475600.0,56602000.0,71677000.0,150690000.0
2020-03-04,74.32286834716797,69.08000183105469,166.2585906982422,98.79149627685547,75.68499755859375,69.08000183105469,170.5500030517578,98.79149627685547,75.8499984741211,69.13899993896484,170.6999969482422,98.9000015258789,73.28250122070312,66.8499984741211,165.6199951171875,96.0999984741211,74.11000061035156,67.947998046875,168.49000549316406,97.32849884033203,219178400.0,47598000.0,49814400.0,95458000.0
2020-03-05,71.91206359863281,65.73799896240234,162.0863037109375,96.20149993896484,73.2300033569336,65.73799896240234,166.27000427246094,96.20149993896484,74.88749694824219,67.68150329589844,170.8699951171875,98.03600311279297,72.85250091552734,65.08200073242188,165.69000244140625,95.5,73.87999725341797,67.27749633789062,166.0500030517578,96.6500015258789,187572800.0,54380000.0,47817300.0,94964000.0
2020-03-06,70.95703887939453,64.78700256347656,157.5045623779297,95.05449676513672,72.25749969482422,64.78700256347656,161.57000732421875,95.05449676513672,72.70500183105469,65.13749694824219,163.11000061035156,95.54350280761719,70.30750274658203,62.86050033569336,156.0,93.4749984741211,70.5,63.497501373291016,162.61000061035156,93.75,226176800.0,64640000.0,72821100.0,105472000.0
2020-03-09,65.34490966796875,60.78950119018555,146.83006286621094,90.03050231933594,66.5425033569336,60.78950119018555,150.6199951171875,90.03050231933594,69.52249908447266,62.63650131225586,157.75,93.13849639892578,65.75,59.902000427246094,150.0,88.06449890136719,65.9375,60.24800109863281,151.0,88.69300079345703,286744800.0,69252000.0,70419300.0,156264000.0
2020-03-10,70.05115509033203,63.75849914550781,156.8708953857422,94.59100341796875,71.33499908447266,63.75849914550781,160.9199981689453,94.59100341796875,71.61000061035156,63.79249954223633,161.02999877929688,94.7135009765625,67.34249877929688,60.72549819946289,152.5800018310547,90.90850067138672,69.28500366210938,62.71950149536133,158.16000366210938,93.54399871826172,285290000.0,54872000.0,65354400.0,142666000.0
2020-03-11,67.61824035644531,60.54499816894531,149.76434326171875,91.04299926757812,68.85749816894531,60.54499816894531,153.6300048828125,91.04299926757812,70.30500030517578,62.846500396728516,157.6999969482422,93.56600189208984,67.96499633789062,59.55699920654297,151.14999389648438,90.07499694824219,69.34750366210938,62.41350173950195,157.1300048828125,92.89250183105469,255598800.0,54732000.0,56371600.0,112496000.0
2020-03-12,60.94062042236328,55.57749938964844,135.56094360351562,83.83049774169922,62.057498931884766,55.57749938964844,139.05999755859375,83.83049774169922,67.5,59.4375,153.47000122070312,88.25,62.0,55.423500061035156,138.5800018310547,83.75,63.98500061035156,56.13100051879883,145.3000030517578,86.0989990234375,418474000.0,94326000.0,93226400.0,226924000.0
2020-03-13,68.24181365966797,60.7135009765625,154.83351135253906,89.25,69.49250030517578,60.7135009765625,158.8300018310547,89.25,69.9800033569336,60.720001220703125,161.91000366210938,89.31549835205078,63.23749923706055,55.614498138427734,140.72999572753906,84.03099822998047,66.22250366210938,58.7495002746582,147.5,87.75,370732000.0,79400000.0,92727400.0,176194000.0
2020-03-16,59.462711334228516,53.650001525878906,132.0125732421875,84.4574966430664,60.5525016784668,53.650001525878906,135.4199981689453,84.4574966430664,64.7699966430664,57.27349853515625,149.35000610351562,87.97250366210938,60.0,53.354000091552734,135.0,81.30149841308594,60.48749923706055,54.480499267578125,140.0,82.07550048828125,322423600.0,96520000.0,87905900.0,178346000.0
2020-03-17,62.07728958129883,55.90299987792969,142.88198852539062,90.39199829101562,63.21500015258789,55.90299987792969,146.57000732421875,90.39199829101562,64.40249633789062,56.29999923706055,147.5,92.88899993896484,59.599998474121094,52.45500183105469,135.0,84.46199798583984,61.877498626708984,54.53200149536133,140.0,88.77349853515625,324056000.0,83194000.0,81059800.0,218342000.0
2020-03-18,60.557647705078125,54.55950164794922,136.86721801757812,91.5,61.66749954223633,54.55950164794922,140.39999389648438,91.5,62.5,55.2495002746582,146.0,92.08300018310547,59.279998779296875,51.849998474121094,135.02000427246094,87.25,59.942501068115234,52.99700164794922,138.0,87.5,300233600.0,93044000.0,81593200.0,192904000.0
2020-03-19,60.09364700317383,55.583499908447266,139.11911010742188,94.04650115966797,61.19499969482422,55.583499908447266,142.7100067138672,94.04650115966797,63.209999084472656,57.63050079345703,150.14999389648438,97.25,60.65250015258789,52.77750015258789,139.0,91.63249969482422,61.84749984741211,54.4109992980957,142.77000427246094,93.0,271857200.0,74064000.0,85922700.0,207998000.0
2020-03-20,56.27857208251953,53.410499572753906,133.89398193359375,92.30449676513672,57.310001373291016,53.410499572753906,137.35000610351562,92.30449676513672,62.95750045776367,56.92399978637695,147.10000610351562,97.8499984741211,57.0,53.10499954223633,135.86000061035156,91.0364990234375,61.79499816894531,56.54499816894531,146.0,96.31549835205078,401693200.0,82878000.0,84866200.0,196358000.0
2020-03-23,55.082984924316406,52.70650100708008,132.55845642089844,95.1415023803711,56.092498779296875,52.70650100708008,135.97999572753906,95.1415023803711,57.125,53.34550094604492,140.57000732421875,95.97000122070312,53.15250015258789,50.44350051879883,132.52000427246094,90.5999984741211,57.02000045776367,52.81850051879883,137.00999450683594,91.38749694824219,336752800.0,83672000.0,78975200.0,156170000.0
2020-03-24,60.60920333862305,56.5004997253418,144.60743713378906,97.00499725341797,61.720001220703125,56.5004997253418,148.33999633789062,97.00499725341797,61.92250061035156,56.666500091552734,149.60000610351562,97.75,58.57500076293945,54.32149887084961,141.27000427246094,95.01699829101562,59.09000015258789,55.19900131225586,143.75,97.57499694824219,287531200.0,72468000.0,82516700.0,142942000.0
2020-03-25,60.27531433105469,55.08100128173828,143.22317504882812,94.29199981689453,61.380001068115234,55.08100128173828,146.9199981689453,94.29199981689453,64.5625,57.30849838256836,154.3300018310547,97.51300048828125,61.07500076293945,54.1505012512207,144.44000244140625,94.28900146484375,62.6875,56.229000091552734,148.91000366210938,96.03450012207031,303602000.0,90324000.0,75638200.0,129582000.0
2020-03-26,63.447181701660156,58.145999908447266,152.1819305419922,97.77449798583984,64.61000061035156,58.145999908447266,156.11000061035156,97.77449798583984,64.66999816894531,58.57400131225586,156.66000366210938,97.82450103759766,61.59000015258789,54.60150146484375,148.3699951171875,94.4645004272461,61.630001068115234,55.736000061035156,148.39999389648438,95.0999984741211,252087200.0,76562000.0,64568100.0,124426000.0
2020-03-27,60.82033157348633,55.51300048828125,145.93324279785156,95.00499725341797,61.935001373291016,55.51300048828125,149.6999969482422,95.00499725341797,63.967498779296875,57.5525016784668,154.88999938964844,96.989501953125,61.76250076293945,55.20000076293945,149.1999969482422,94.99600219726562,63.1875,56.37350082397461,151.75,96.54299926757812,204216800.0,62794000.0,57042300.0,107758000.0
2020-03-30,62.5560188293457,57.31549835205078,156.19825744628906,98.19750213623047,63.70249938964844,57.31549835205078,160.22999572753906,98.19750213623047,63.880001068115234,57.54999923706055,160.60000610351562,98.68150329589844,62.349998474121094,54.92449951171875,150.00999450683594,95.61699676513672,62.685001373291016,56.63199996948242,152.44000244140625,96.1415023803711,167976400.0,58736000.0,63420300.0,122522000.0
2020-03-31,62.4283561706543,58.09749984741211,153.7416534423828,97.48600006103516,63.5724983215332,58.09749984741211,157.7100067138672,97.48600006103516,65.62249755859375,58.66999816894531,164.77999877929688,99.6510009765625,63.0,56.83599853515625,156.55999755859375,97.20050048828125,63.900001525878906,57.436500549316406,159.39999389648438,98.21749877929688,197002000.0,65228000.0,77927200.0,102472000.0
2020-04-01,59.143558502197266,55.10499954223633,148.28256225585938,95.38500213623047,60.227500915527344,55.10499954223633,152.11000061035156,95.38500213623047,62.18000030517578,56.47100067138672,157.75,97.24800109863281,59.782501220703125,54.67449951171875,150.82000732421875,94.6500015258789,61.625,56.20000076293945,153.0,96.64849853515625,176218400.0,51970000.0,57969900.0,82438000.0
2020-04-02,60.130470275878906,55.85150146484375,151.35333251953125,95.94149780273438,61.23249816894531,55.85150146484375,155.25999450683594,95.94149780273438,61.287498474121094,56.13850021362305,155.47999572753906,96.37650299072266,59.224998474121094,54.65650177001953,150.36000061035156,94.5,60.084999084472656,55.0,151.86000061035156,95.08200073242188,165934000.0,56410000.0,49630700.0,86720000.0
2020-04-03,59.26630401611328,54.6349983215332,149.9593048095703,95.32949829101562,60.352500915527344,54.6349983215332,153.8300018310547,95.32949829101562,61.42499923706055,55.93949890136719,157.3800048828125,96.31649780273438,59.74250030517578,53.75400161743164,152.19000244140625,94.4574966430664,60.70000076293945,55.73550033569336,155.10000610351562,95.55750274658203,129880000.0,51374000.0,41243300.0,72198000.0
2020-04-06,64.43655395507812,59.15950012207031,161.1114501953125,99.87950134277344,65.61750030517578,59.15950012207031,165.27000427246094,99.87950134277344,65.77749633789062,59.537498474121094,166.5,99.9260025024414,62.345001220703125,56.25,157.5800018310547,96.5009994506836,62.724998474121094,56.650001525878906,160.32000732421875,96.80000305175781,201820400.0,63320000.0,67111700.0,115464000.0
2020-04-07,63.690223693847656,59.12799835205078,159.3762664794922,100.58000183105469,64.85749816894531,59.12799835205078,163.49000549316406,100.58000183105469,67.92500305175781,61.03900146484375,170.0,101.78600311279297,64.75,58.86249923706055,163.25999450683594,99.88099670410156,67.69999694824219,60.85049819946289,169.58999633789062,100.85549926757812,202887200.0,61620000.0,62769000.0,102280000.0
2020-04-08,65.32035827636719,60.349998474121094,160.97496032714844,102.1500015258789,66.51750183105469,60.349998474121094,165.1300048828125,102.1500015258789,66.84249877929688,60.744998931884766,166.6699981689453,102.19999694824219,65.30750274658203,59.1974983215332,163.5,100.55750274658203,65.68499755859375,60.154998779296875,165.6699981689453,101.05000305175781,168895200.0,40334000.0,48318200.0,79546000.0
2020-04-09,65.79171752929688,60.32849884033203,160.9847412109375,102.13800048828125,66.99749755859375,60.32849884033203,165.13999938964844,102.13800048828125,67.51750183105469,61.0994987487793,167.3699951171875,102.6500015258789,66.17500305175781,59.62099838256836,163.3300018310547,100.88300323486328,67.17500305175781,60.909000396728516,166.36000061035156,102.21499633789062,161834800.0,54028000.0,51385100.0,92930000.0
2020-04-13,67.08304595947266,60.52050018310547,161.3454132080078,108.44349670410156,68.3125,60.52050018310547,165.50999450683594,108.44349670410156,68.42500305175781,60.72600173950195,165.57000732421875,109.0,66.4574966430664,59.11650085449219,162.3000030517578,101.9000015258789,67.07749938964844,60.07500076293945,164.35000610351562,102.0,131022800.0,38702000.0,41905300.0,134334000.0
2020-04-14,70.470947265625,63.26150131225586,169.32931518554688,114.16600036621094,71.76249694824219,63.26150131225586,173.6999969482422,114.16600036621094,72.0625,63.787498474121094,173.75,114.5999984741211,69.51249694824219,61.426998138427734,168.0,109.31050109863281,70.0,61.99850082397461,169.0,110.02349853515625,194994800.0,63358000.0,52874300.0,161744000.0
2020-04-15,69.82775115966797,62.8650016784668,167.55511474609375,115.38400268554688,71.10749816894531,62.8650016784668,171.8800048828125,115.38400268554688,71.5824966430664,63.75550079345703,173.57000732421875,116.66850280761719,70.15750122070312,61.70000076293945,169.24000549316406,112.25,70.5999984741211,62.32550048828125,171.1999969482422,112.88400268554688,131154400.0,42236000.0,40940800.0,137332000.0
2020-04-16,70.38257598876953,62.871498107910156,172.5852813720703,120.40950012207031,71.67250061035156,62.871498107910156,177.0399932861328,120.40950012207031,72.05000305175781,63.667999267578125,177.27999877929688,123.05000305175781,70.5875015258789,61.90999984741211,172.89999389648438,116.75,71.84500122070312,63.356998443603516,174.3000030517578,117.30000305175781,157125200.0,57896000.0,50479600.0,240764000.0
